2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,1.00
2.00,1.00,250.00,2.00,1.00
2.00,1.00,250.00,2.00,1.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
11.00,10.00,2500.00,35.00,0.00
11.00,4.00,1000.00,16.00,1.00
4.00,5.00,1250.00,33.00,1.00
4.00,6.00,1500.00,41.00,1.00
2.00,3.00,750.00,22.00,0.00
4.00,4.00,1000.00,26.00,1.00
10.00,4.00,1000.00,16.00,0.00
2.00,4.00,1000.00,35.00,0.00
4.00,12.00,3000.00,88.00,0.00
13.00,8.00,2000.00,26.00,0.00
11.00,9.00,2250.00,33.00,0.00
4.00,5.00,1250.00,34.00,0.00
4.00,4.00,1000.00,26.00,0.00
8.00,15.00,3750.00,77.00,0.00
4.00,5.00,1250.00,35.00,1.00
4.00,7.00,1750.00,52.00,0.00
4.00,7.00,1750.00,52.00,0.00
2.00,4.00,1000.00,35.00,0.00
11.00,11.00,2750.00,42.00,0.00
2.00,2.00,500.00,14.00,0.00
2.00,5.00,1250.00,47.00,1.00
9.00,8.00,2000.00,38.00,1.00
4.00,6.00,1500.00,47.00,0.00
11.00,7.00,1750.00,29.00,0.00
9.00,9.00,2250.00,45.00,0.00
4.00,6.00,1500.00,52.00,0.00
4.00,7.00,1750.00,58.00,0.00
6.00,2.00,500.00,11.00,1.00
4.00,7.00,1750.00,58.00,0.00
11.00,9.00,2250.00,38.00,0.00
11.00,6.00,1500.00,26.00,0.00
2.00,2.00,500.00,16.00,0.00
2.00,7.00,1750.00,76.00,0.00
11.00,6.00,1500.00,27.00,0.00
11.00,3.00,750.00,14.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
4.00,3.00,750.00,24.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
10.00,8.00,2000.00,39.00,0.00
14.00,7.00,1750.00,26.00,0.00
8.00,10.00,2500.00,63.00,0.00
11.00,3.00,750.00,15.00,0.00
4.00,2.00,500.00,14.00,0.00
2.00,4.00,1000.00,43.00,0.00
8.00,9.00,2250.00,58.00,0.00
8.00,8.00,2000.00,52.00,1.00
11.00,22.00,5500.00,98.00,0.00
4.00,3.00,750.00,25.00,1.00
11.00,17.00,4250.00,79.00,1.00
9.00,2.00,500.00,11.00,0.00
4.00,5.00,1250.00,46.00,0.00
11.00,12.00,3000.00,58.00,0.00
7.00,12.00,3000.00,86.00,0.00
11.00,2.00,500.00,11.00,0.00
11.00,2.00,500.00,11.00,0.00
11.00,2.00,500.00,11.00,0.00
2.00,6.00,1500.00,75.00,0.00
11.00,8.00,2000.00,41.00,1.00
11.00,3.00,750.00,16.00,1.00
12.00,13.00,3250.00,59.00,0.00
2.00,3.00,750.00,35.00,0.00
16.00,8.00,2000.00,28.00,0.00
11.00,7.00,1750.00,37.00,0.00
4.00,3.00,750.00,28.00,0.00
12.00,12.00,3000.00,58.00,0.00
4.00,4.00,1000.00,41.00,0.00
11.00,14.00,3500.00,73.00,1.00
2.00,2.00,500.00,23.00,0.00
2.00,3.00,750.00,38.00,1.00
4.00,5.00,1250.00,58.00,0.00
4.00,4.00,1000.00,43.00,1.00
3.00,2.00,500.00,23.00,0.00
11.00,8.00,2000.00,46.00,0.00
4.00,7.00,1750.00,82.00,0.00
13.00,4.00,1000.00,21.00,0.00
16.00,11.00,2750.00,40.00,0.00
16.00,7.00,1750.00,28.00,0.00
7.00,2.00,500.00,16.00,0.00
4.00,5.00,1250.00,58.00,0.00
4.00,5.00,1250.00,58.00,0.00
4.00,4.00,1000.00,46.00,0.00
14.00,13.00,3250.00,57.00,0.00
4.00,3.00,750.00,34.00,0.00
14.00,18.00,4500.00,78.00,0.00
11.00,8.00,2000.00,48.00,0.00
14.00,16.00,4000.00,70.00,0.00
14.00,4.00,1000.00,22.00,1.00
14.00,5.00,1250.00,26.00,0.00
8.00,2.00,500.00,16.00,0.00
11.00,5.00,1250.00,33.00,0.00
11.00,2.00,500.00,14.00,0.00
4.00,2.00,500.00,23.00,0.00
9.00,2.00,500.00,16.00,1.00
14.00,5.00,1250.00,28.00,1.00
14.00,3.00,750.00,19.00,1.00
14.00,4.00,1000.00,23.00,1.00
16.00,12.00,3000.00,50.00,0.00
11.00,4.00,1000.00,28.00,0.00
11.00,5.00,1250.00,35.00,0.00
11.00,5.00,1250.00,35.00,0.00
2.00,4.00,1000.00,70.00,0.00
14.00,5.00,1250.00,28.00,0.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
2.00,3.00,750.00,52.00,0.00
14.00,6.00,1500.00,34.00,0.00
11.00,5.00,1250.00,37.00,1.00
4.00,5.00,1250.00,74.00,0.00
11.00,3.00,750.00,23.00,0.00
16.00,4.00,1000.00,23.00,0.00
16.00,3.00,750.00,19.00,0.00
11.00,5.00,1250.00,38.00,0.00
11.00,2.00,500.00,16.00,0.00
12.00,9.00,2250.00,60.00,0.00
9.00,1.00,250.00,9.00,0.00
9.00,1.00,250.00,9.00,0.00
4.00,2.00,500.00,29.00,0.00
11.00,2.00,500.00,17.00,0.00
14.00,4.00,1000.00,26.00,0.00
11.00,9.00,2250.00,72.00,1.00
11.00,5.00,1250.00,41.00,0.00
15.00,16.00,4000.00,82.00,0.00
9.00,5.00,1250.00,51.00,1.00
11.00,4.00,1000.00,34.00,0.00
14.00,8.00,2000.00,50.00,1.00
16.00,7.00,1750.00,38.00,0.00
14.00,2.00,500.00,16.00,0.00
2.00,2.00,500.00,41.00,0.00
14.00,16.00,4000.00,98.00,0.00
14.00,4.00,1000.00,28.00,1.00
16.00,7.00,1750.00,39.00,0.00
14.00,7.00,1750.00,47.00,0.00
16.00,6.00,1500.00,35.00,0.00
16.00,6.00,1500.00,35.00,1.00
11.00,7.00,1750.00,62.00,1.00
16.00,2.00,500.00,16.00,0.00
16.00,3.00,750.00,21.00,1.00
11.00,3.00,750.00,28.00,0.00
11.00,7.00,1750.00,64.00,0.00
11.00,1.00,250.00,11.00,1.00
9.00,3.00,750.00,34.00,0.00
14.00,4.00,1000.00,30.00,0.00
23.00,38.00,9500.00,98.00,0.00
11.00,6.00,1500.00,58.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,2.00,500.00,21.00,0.00
11.00,5.00,1250.00,50.00,0.00
11.00,2.00,500.00,21.00,0.00
16.00,4.00,1000.00,28.00,0.00
4.00,2.00,500.00,41.00,0.00
16.00,6.00,1500.00,40.00,0.00
14.00,3.00,750.00,26.00,0.00
9.00,2.00,500.00,26.00,0.00
21.00,16.00,4000.00,64.00,0.00
14.00,6.00,1500.00,51.00,0.00
11.00,2.00,500.00,24.00,0.00
4.00,3.00,750.00,71.00,0.00
21.00,13.00,3250.00,57.00,0.00
11.00,6.00,1500.00,71.00,0.00
14.00,2.00,500.00,21.00,1.00
23.00,15.00,3750.00,57.00,0.00
14.00,4.00,1000.00,38.00,0.00
11.00,2.00,500.00,26.00,0.00
16.00,5.00,1250.00,40.00,1.00
4.00,2.00,500.00,51.00,1.00
14.00,3.00,750.00,31.00,0.00
4.00,2.00,500.00,52.00,0.00
9.00,4.00,1000.00,65.00,0.00
14.00,4.00,1000.00,40.00,0.00
11.00,3.00,750.00,40.00,1.00
14.00,5.00,1250.00,50.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,7.00,1750.00,72.00,0.00
14.00,1.00,250.00,14.00,0.00
14.00,1.00,250.00,14.00,0.00
9.00,3.00,750.00,52.00,0.00
14.00,7.00,1750.00,73.00,0.00
11.00,4.00,1000.00,58.00,0.00
11.00,4.00,1000.00,59.00,0.00
4.00,2.00,500.00,59.00,0.00
11.00,4.00,1000.00,61.00,0.00
16.00,4.00,1000.00,40.00,0.00
16.00,10.00,2500.00,89.00,0.00
21.00,2.00,500.00,21.00,1.00
21.00,3.00,750.00,26.00,0.00
16.00,8.00,2000.00,76.00,0.00
21.00,3.00,750.00,26.00,1.00
18.00,2.00,500.00,23.00,0.00
23.00,5.00,1250.00,33.00,0.00
23.00,8.00,2000.00,46.00,0.00
16.00,3.00,750.00,34.00,0.00
14.00,5.00,1250.00,64.00,0.00
14.00,3.00,750.00,41.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,4.00,1000.00,45.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,1.00,250.00,16.00,0.00
16.00,2.00,500.00,26.00,0.00
21.00,2.00,500.00,23.00,0.00
16.00,2.00,500.00,27.00,0.00
21.00,2.00,500.00,23.00,0.00
21.00,2.00,500.00,23.00,0.00
14.00,4.00,1000.00,57.00,0.00
16.00,5.00,1250.00,60.00,0.00
23.00,2.00,500.00,23.00,0.00
14.00,5.00,1250.00,74.00,0.00
23.00,3.00,750.00,28.00,0.00
16.00,3.00,750.00,40.00,0.00
9.00,2.00,500.00,52.00,0.00
9.00,2.00,500.00,52.00,0.00
16.00,7.00,1750.00,87.00,1.00
14.00,4.00,1000.00,64.00,0.00
14.00,2.00,500.00,35.00,0.00
16.00,7.00,1750.00,93.00,0.00
21.00,2.00,500.00,25.00,0.00
14.00,3.00,750.00,52.00,0.00
23.00,14.00,3500.00,93.00,0.00
18.00,8.00,2000.00,95.00,0.00
16.00,3.00,750.00,46.00,0.00
11.00,3.00,750.00,76.00,0.00
11.00,2.00,500.00,52.00,0.00
11.00,3.00,750.00,76.00,0.00
23.00,12.00,3000.00,86.00,0.00
21.00,3.00,750.00,35.00,0.00
23.00,2.00,500.00,26.00,0.00
23.00,2.00,500.00,26.00,0.00
23.00,8.00,2000.00,64.00,0.00
16.00,3.00,750.00,50.00,0.00
23.00,3.00,750.00,33.00,0.00
21.00,3.00,750.00,38.00,0.00
23.00,2.00,500.00,28.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,1.00
21.00,1.00,250.00,21.00,0.00
21.00,1.00,250.00,21.00,0.00
21.00,5.00,1250.00,60.00,0.00
23.00,4.00,1000.00,45.00,0.00
21.00,4.00,1000.00,52.00,0.00
22.00,1.00,250.00,22.00,1.00
11.00,2.00,500.00,70.00,0.00
23.00,5.00,1250.00,58.00,0.00
23.00,3.00,750.00,40.00,0.00
23.00,3.00,750.00,41.00,0.00
14.00,3.00,750.00,83.00,0.00
21.00,2.00,500.00,35.00,0.00
26.00,5.00,1250.00,49.00,1.00
23.00,6.00,1500.00,70.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,1.00,250.00,23.00,0.00
23.00,4.00,1000.00,53.00,0.00
21.00,6.00,1500.00,86.00,0.00
23.00,3.00,750.00,48.00,0.00
21.00,2.00,500.00,41.00,0.00
21.00,3.00,750.00,64.00,0.00
16.00,2.00,500.00,70.00,0.00
21.00,3.00,750.00,70.00,0.00
23.00,4.00,1000.00,87.00,0.00
23.00,3.00,750.00,89.00,0.00
23.00,2.00,500.00,87.00,0.00
35.00,3.00,750.00,64.00,0.00
38.00,1.00,250.00,38.00,0.00
38.00,1.00,250.00,38.00,0.00
40.00,1.00,250.00,40.00,0.00
74.00,1.00,250.00,74.00,0.00
2.00,43.00,10750.00,86.00,1.00
6.00,22.00,5500.00,28.00,1.00
2.00,34.00,8500.00,77.00,1.00
2.00,44.00,11000.00,98.00,0.00
0.00,26.00,6500.00,76.00,1.00
2.00,41.00,10250.00,98.00,1.00
3.00,21.00,5250.00,42.00,1.00
2.00,11.00,2750.00,23.00,0.00
2.00,21.00,5250.00,52.00,1.00
2.00,13.00,3250.00,32.00,1.00
4.00,4.00,1000.00,4.00,1.00
2.00,11.00,2750.00,26.00,0.00
2.00,11.00,2750.00,28.00,0.00
3.00,14.00,3500.00,35.00,0.00
4.00,16.00,4000.00,38.00,1.00
4.00,6.00,1500.00,14.00,0.00
3.00,5.00,1250.00,12.00,1.00
4.00,33.00,8250.00,98.00,1.00
3.00,10.00,2500.00,33.00,1.00
4.00,10.00,2500.00,28.00,1.00
2.00,11.00,2750.00,40.00,1.00
2.00,11.00,2750.00,41.00,1.00
4.00,13.00,3250.00,39.00,1.00
1.00,10.00,2500.00,43.00,1.00
4.00,9.00,2250.00,28.00,0.00
2.00,4.00,1000.00,11.00,0.00
2.00,5.00,1250.00,16.00,1.00
2.00,15.00,3750.00,64.00,0.00
5.00,24.00,6000.00,79.00,0.00
2.00,6.00,1500.00,22.00,1.00
4.00,5.00,1250.00,16.00,1.00
2.00,4.00,1000.00,14.00,1.00
4.00,8.00,2000.00,28.00,0.00
2.00,4.00,1000.00,14.00,0.00
2.00,6.00,1500.00,26.00,0.00
4.00,5.00,1250.00,16.00,1.00
2.00,7.00,1750.00,32.00,1.00
2.00,6.00,1500.00,26.00,1.00
2.00,8.00,2000.00,38.00,1.00
2.00,2.00,500.00,4.00,1.00
2.00,6.00,1500.00,28.00,1.00
2.00,10.00,2500.00,52.00,0.00
4.00,16.00,4000.00,70.00,1.00
4.00,2.00,500.00,4.00,1.00
1.00,14.00,3500.00,95.00,0.00
4.00,2.00,500.00,4.00,1.00
7.00,14.00,3500.00,48.00,0.00
2.00,3.00,750.00,11.00,0.00
2.00,12.00,3000.00,70.00,1.00
4.00,7.00,1750.00,32.00,1.00
4.00,4.00,1000.00,16.00,0.00
2.00,6.00,1500.00,35.00,1.00
4.00,6.00,1500.00,28.00,1.00
2.00,3.00,750.00,14.00,0.00
2.00,4.00,1000.00,23.00,0.00
4.00,4.00,1000.00,18.00,0.00
5.00,6.00,1500.00,28.00,0.00
4.00,6.00,1500.00,30.00,0.00
14.00,5.00,1250.00,14.00,0.00
3.00,8.00,2000.00,50.00,0.00
4.00,11.00,2750.00,64.00,1.00
4.00,9.00,2250.00,52.00,0.00
4.00,16.00,4000.00,98.00,1.00
7.00,10.00,2500.00,47.00,0.00
4.00,14.00,3500.00,86.00,0.00
2.00,9.00,2250.00,75.00,0.00
4.00,6.00,1500.00,35.00,0.00
4.00,9.00,2250.00,55.00,0.00
4.00,6.00,1500.00,35.00,1.00
2.00,6.00,1500.00,45.00,0.00
2.00,6.00,1500.00,47.00,0.00
4.00,2.00,500.00,9.00,0.00
2.00,2.00,500.00,11.00,1.00
2.00,2.00,500.00,11.00,0.00
2.00,2.00,500.00,11.00,1.00
4.00,6.00,1500.00,38.00,1.00
3.00,4.00,1000.00,29.00,1.00
9.00,9.00,2250.00,38.00,0.00
11.00,5.00,1250.00,18.00,0.00
2.00,3.00,750.00,21.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,1.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,1.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
2.00,1.00,250.00,2.00,0.00
11.00,11.00,2750.00,38.00,0.00
2.00,3.00,750.00,22.00,0.00
9.00,11.00,2750.00,49.00,1.00
5.00,11.00,2750.00,75.00,0.00
3.00,5.00,1250.00,38.00,0.00
3.00,1.00,250.00,3.00,1.00
4.00,6.00,1500.00,43.00,0.00
2.00,3.00,750.00,24.00,0.00
12.00,11.00,2750.00,39.00,0.00
2.00,2.00,500.00,14.00,0.00
4.00,6.00,1500.00,46.00,0.00
9.00,3.00,750.00,14.00,0.00
14.00,8.00,2000.00,26.00,0.00
4.00,2.00,500.00,13.00,0.00
4.00,11.00,2750.00,95.00,0.00
2.00,7.00,1750.00,77.00,0.00
2.00,7.00,1750.00,77.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,1.00,250.00,4.00,1.00
4.00,1.00,250.00,4.00,0.00
4.00,7.00,1750.00,62.00,0.00
4.00,1.00,250.00,4.00,0.00
4.00,4.00,1000.00,34.00,1.00
11.00,6.00,1500.00,28.00,0.00
13.00,3.00,750.00,14.00,1.00
7.00,5.00,1250.00,35.00,0.00
9.00,9.00,2250.00,54.00,0.00
11.00,2.00,500.00,11.00,0.00
2.00,5.00,1250.00,63.00,0.00
7.00,11.00,2750.00,89.00,0.00
8.00,9.00,2250.00,64.00,0.00
2.00,2.00,500.00,22.00,0.00
6.00,3.00,750.00,26.00,0.00
12.00,15.00,3750.00,71.00,0.00
13.00,3.00,750.00,16.00,0.00
11.00,16.00,4000.00,89.00,0.00
4.00,5.00,1250.00,58.00,0.00
14.00,7.00,1750.00,35.00,0.00
11.00,4.00,1000.00,27.00,0.00
7.00,9.00,2250.00,89.00,1.00
11.00,8.00,2000.00,52.00,1.00
7.00,5.00,1250.00,52.00,0.00
11.00,6.00,1500.00,41.00,0.00
10.00,5.00,1250.00,38.00,0.00
14.00,2.00,500.00,14.00,1.00
14.00,2.00,500.00,14.00,0.00
14.00,2.00,500.00,14.00,0.00
2.00,2.00,500.00,33.00,0.00
11.00,3.00,750.00,23.00,0.00
14.00,8.00,2000.00,46.00,0.00
9.00,1.00,250.00,9.00,0.00
16.00,5.00,1250.00,27.00,0.00
14.00,4.00,1000.00,26.00,0.00
4.00,2.00,500.00,30.00,0.00
14.00,3.00,750.00,21.00,0.00
16.00,16.00,4000.00,77.00,0.00
4.00,2.00,500.00,31.00,0.00
14.00,8.00,2000.00,50.00,0.00
11.00,3.00,750.00,26.00,0.00
14.00,7.00,1750.00,45.00,0.00
15.00,5.00,1250.00,33.00,0.00
16.00,2.00,500.00,16.00,0.00
16.00,3.00,750.00,21.00,0.00
11.00,8.00,2000.00,72.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,0.00
11.00,1.00,250.00,11.00,1.00
11.00,1.00,250.00,11.00,0.00
2.00,3.00,750.00,75.00,1.00
2.00,3.00,750.00,77.00,0.00
16.00,4.00,1000.00,28.00,0.00
16.00,15.00,3750.00,87.00,0.00
16.00,14.00,3500.00,83.00,0.00
16.00,10.00,2500.00,62.00,0.00
16.00,3.00,750.00,23.00,0.00
14.00,3.00,750.00,26.00,0.00
23.00,19.00,4750.00,62.00,0.00
11.00,7.00,1750.00,75.00,0.00
14.00,3.00,750.00,28.00,0.00
20.00,14.00,3500.00,69.00,1.00
